rgl_link,rgl_link/_text,rgl_link/_title,rgl_link_numbers,rgi_image,rgi_image/_alt,ilmn_value,ilmn_value_numbers,meta_description,meta_description_dates
"/imgres?imgurl=http://i.dailymail.co.uk/i/pix/2015/07/04/17/2A3B4D7E00000578-0-image-a-2_1436028168010.jpg&imgrefurl=http://www.dailymail.co.uk/news/article-3149469/Slaughter-amphitheatre-ISIS-executioners-brutally-shoot-dead-25-Syrian-regime-soldiers-bloodthirsty-crowds-ancient-Palmyra-ruin.html&h=343&w=634&tbnid=Jd7opgKjQfOPKM:&docid=lqDbgUpa9xHxaM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","634 × 343 - dailymail.co.uk","","634; 343","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3XpDtwSoHqtRoIgxOu_U0dtPrE1OZdZmT-a1inveVjjGWwHiAUw","Image result for palmyra","634 × 343 - dailymail.co.uk","634; 343","{""id"":""Jd7opgKjQfOPKM:"",""isu"":""dailymail.co.uk"",""ity"":""jpg"",""oh"":343,""ou"":""http://i.dailymail.co.uk/i/pix/2015/07/04/17/2A3B4D7E00000578-0-image-a-2_1436028168010.jpg"",""ow"":634,""pt"":""ISIS executioners kill 25 Syrian regime soldiers in front of ..."",""rid"":""lqDbgUpa9xHxaM"",""ru"":""http://www.dailymail.co.uk/news/article-3149469/Slaughter-amphitheatre-ISIS-executioners-brutally-shoot-dead-25-Syrian-regime-soldiers-bloodthirsty-crowds-ancient-Palmyra-ruin.html"",""s"":""Stage set: ISIS lined the condemned regime soldiers up on the stage of the ancient"",""th"":165,""tu"":""https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcT3XpDtwSoHqtRoIgxOu_U0dtPrE1OZdZmT-a1inveVjjGWwHiAUw"",""tw"":305}","1435968000000"
"/imgres?imgurl=http://www.middleeasteye.net/sites/default/files/Palmyra-JW18.jpg%253Fslideshow%253Dtrue%2526slideshowAuto%253Dfalse%2526slideshowSpeed%253D4000%2526speed%253D350%2526transition%253Delastic&imgrefurl=http://www.middleeasteye.net/multimedia/photo-galleries/palmyra-islamic-state-destruction-2142271312&h=1312&w=2000&tbnid=VVJpJ3B7tuD77M:&docid=3hafgTkQ3fKkdM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","2000 × 1312 - middleeasteye.net","","2000; 1312","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSIKph1Q6FDF4hicx6Ryf_A6CJeLwf0KqQpbBHFzNZU1rV7YVyy","Image result for palmyra","2000 × 1312 - middleeasteye.net","2000; 1312","{""cr"":6,""id"":""VVJpJ3B7tuD77M:"",""isu"":""middleeasteye.net"",""ity"":""jpg"",""oh"":1312,""ou"":""http://www.middleeasteye.net/sites/default/files/Palmyra-JW18.jpg?slideshow\u003dtrue\u0026slideshowAuto\u003dfalse\u0026slideshowSpeed\u003d4000\u0026speed\u003d350\u0026transition\u003delastic"",""ow"":2000,""pt"":""IN PICTURES: Palmyra before Islamic State destruction | Middle ..."",""rid"":""3hafgTkQ3fKkdM"",""ru"":""http://www.middleeasteye.net/multimedia/photo-galleries/palmyra-islamic-state-destruction-2142271312"",""s"":""IN PICTURES: Palmyra before Islamic State destruction"",""th"":182,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcSIKph1Q6FDF4hicx6Ryf_A6CJeLwf0KqQpbBHFzNZU1rV7YVyy"",""tw"":277}",""
"/imgres?imgurl=http://i.telegraph.co.uk/multimedia/archive/03362/Palmyra-hammer_3362422b.jpg&imgrefurl=http://www.telegraph.co.uk/news/worldnews/islamic-state/11714448/Islamic-State-takes-sledgehammer-to-irreplaceable-ancient-Palmyra-ruins.html&h=387&w=620&tbnid=QI-C2HmfSnXwvM:&docid=R7aWl_g_kKu4tM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","620 × 387 - telegraph.co.uk","","620; 387","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRdvF0MloYwiFT8COu_wurn58PzPy5Z-1jH_W8JTmy9IU05h85z","Image result for palmyra","620 × 387 - telegraph.co.uk","620; 387","{""id"":""QI-C2HmfSnXwvM:"",""isu"":""telegraph.co.uk"",""ity"":""jpg"",""oh"":387,""ou"":""http://i.telegraph.co.uk/multimedia/archive/03362/Palmyra-hammer_3362422b.jpg"",""ow"":620,""pt"":""Islamic State takes sledgehammer to \u0026#39;irreplaceable\u0026#39; ancient ..."",""rid"":""R7aWl_g_kKu4tM"",""ru"":""http://www.telegraph.co.uk/news/worldnews/islamic-state/11714448/Islamic-State-takes-sledgehammer-to-irreplaceable-ancient-Palmyra-ruins.html"",""s"":""ISIS militants use heavy duty sledgehammers to destroy the historic statues in front of a large"",""th"":177,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcRdvF0MloYwiFT8COu_wurn58PzPy5Z-1jH_W8JTmy9IU05h85z"",""tw"":284}",""
"/imgres?imgurl=http://i.telegraph.co.uk/multimedia/archive/03304/Palmyra_-_tanks_3304130k.jpg&imgrefurl=http://www.telegraph.co.uk/news/worldnews/islamic-state/11605358/Ancient-oasis-city-of-Palmyra-under-threat-from-Islamic-State-in-pictures.html?frame%3D3304130&h=536&w=858&tbnid=ooKNOL8ME3iCzM:&docid=tSzjcLgOxjgpaM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","858 × 536 - telegraph.co.uk","","858; 536","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTZLN3fRvcPBfNgy072lHHzuhRIuDusLiaKgvGx7wd8eYYGvr3fow","Image result for palmyra","858 × 536 - telegraph.co.uk","858; 536","{""ct"":15,""id"":""ooKNOL8ME3iCzM:"",""isu"":""telegraph.co.uk"",""ity"":""jpg"",""oh"":536,""ou"":""http://i.telegraph.co.uk/multimedia/archive/03304/Palmyra_-_tanks_3304130k.jpg"",""ow"":858,""pt"":""Ancient oasis city of Palmyra under threat from Islamic State: in ..."",""rid"":""tSzjcLgOxjgpaM"",""ru"":""http://www.telegraph.co.uk/news/worldnews/islamic-state/11605358/Ancient-oasis-city-of-Palmyra-under-threat-from-Islamic-State-in-pictures.html?frame\u003d3304130"",""s"":""Tanks belonging to Syrian government forces are positioned near the Jazel oil field, near the ancient city of Palmyra in the east of Homs province after ..."",""th"":177,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcTZLN3fRvcPBfNgy072lHHzuhRIuDusLiaKgvGx7wd8eYYGvr3fow"",""tw"":284}",""
"/imgres?imgurl=http://i.telegraph.co.uk/multimedia/archive/03365/palmyra-isis-1_3365173b.jpg&imgrefurl=http://www.telegraph.co.uk/news/worldnews/islamic-state/11718341/Islamic-State-carry-out-mass-execution-inside-Palmyra-ruins.html&h=387&w=620&tbnid=u2o9CMx5HgJVGM:&docid=itGuA-SVydsInM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","620 × 387 - telegraph.co.uk","","620; 387","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSwTyJldTzwJTkWUdHxXqwUVPmwva2kukLQmlIPu76XfvafEDIX","Image result for palmyra","620 × 387 - telegraph.co.uk","620; 387","{""id"":""u2o9CMx5HgJVGM:"",""isu"":""telegraph.co.uk"",""ity"":""jpg"",""oh"":387,""ou"":""http://i.telegraph.co.uk/multimedia/archive/03365/palmyra-isis-1_3365173b.jpg"",""ow"":620,""pt"":""Islamic State jihadists execute dozens amid Palmyra ruins - Telegraph"",""rid"":""itGuA-SVydsInM"",""ru"":""http://www.telegraph.co.uk/news/worldnews/islamic-state/11718341/Islamic-State-carry-out-mass-execution-inside-Palmyra-ruins.html"",""s"":""25 Syrian government soldiers kneel in the ancient amphitheatre in the city of Palmyra ahead of being executed by children (AFP/Getty)"",""th"":177,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcSwTyJldTzwJTkWUdHxXqwUVPmwva2kukLQmlIPu76XfvafEDIX"",""tw"":284}",""
"/imgres?imgurl=http://www.aljazeera.com/mritems/imagecache/mbdxxlarge/mritems/Images/2015/8/30/9f601298d941449097ce2c147eac41e4_18.jpg&imgrefurl=http://www.aljazeera.com/news/2015/08/isil-blows-part-bel-temple-syria-palmyra-150830195420900.html&h=450&w=800&tbnid=9YAByNI9cy9UWM:&docid=YbweXCaDc-kriM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","800 × 450 - aljazeera.com","","800; 450","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT8VbExvLEr0tOaNZJoyUA3JyEhRw_ymvSdSDttIVnEntYHdA2PgQ","Image result for palmyra","800 × 450 - aljazeera.com","800; 450","{""id"":""9YAByNI9cy9UWM:"",""isu"":""aljazeera.com"",""ity"":""jpg"",""oh"":450,""ou"":""http://www.aljazeera.com/mritems/imagecache/mbdxxlarge/mritems/Images/2015/8/30/9f601298d941449097ce2c147eac41e4_18.jpg"",""ow"":800,""pt"":""ISIL blows up part of main temple in Syria\u0026#39;s Palmyra - Al Jazeera ..."",""rid"":""YbweXCaDc-kriM"",""ru"":""http://www.aljazeera.com/news/2015/08/isil-blows-part-bel-temple-syria-palmyra-150830195420900.html"",""s"":""The Temple of Bel was regarded as one of the most significant structures in Palmyra [Reuters]"",""th"":168,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcT8VbExvLEr0tOaNZJoyUA3JyEhRw_ymvSdSDttIVnEntYHdA2PgQ"",""tw"":300}","1440892800000"
"/imgres?imgurl=http://cdn3.img.sputniknews.com/images/103168/66/1031686604.jpg&imgrefurl=http://sputniknews.com/middleeast/20151213/1031687078/syria-russian-planes-isis-palmyra.html&h=2846&w=4272&tbnid=_lnX1o7gEfu3lM:&docid=4LwCVY_WkTn9BM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","4272 × 2846 - sputniknews.com","","4272; 2846","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQQSj-POcu_kD46BzZNDqCx-qd6alJSypjBNME9lfVgMEvRQxYD","Image result for palmyra","4272 × 2846 - sputniknews.com","4272; 2846","{""cr"":3,""ct"":12,""id"":""_lnX1o7gEfu3lM:"",""isu"":""sputniknews.com"",""ity"":""jpg"",""oh"":2846,""ou"":""http://cdn3.img.sputniknews.com/images/103168/66/1031686604.jpg"",""ow"":4272,""pt"":""Hope for Iconic City: Syrian Army Moves Closer to Palmyra"",""rid"":""4LwCVY_WkTn9BM"",""ru"":""http://sputniknews.com/middleeast/20151213/1031687078/syria-russian-planes-isis-palmyra.html"",""s"":""Palmyra, Temple of Bel"",""th"":183,""tu"":""https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcQQSj-POcu_kD46BzZNDqCx-qd6alJSypjBNME9lfVgMEvRQxYD"",""tw"":275}",""
"/imgres?imgurl=https://themuslimissue.files.wordpress.com/2015/05/aerial-view-of-the-theatre-at-palmyra.jpg&imgrefurl=https://themuslimissue.wordpress.com/2015/05/28/is-beheads-20-people-in-palmyra-roman-amphitheatre/&h=498&w=750&tbnid=0Xb_3bPwkuMOuM:&docid=BDH4k4oZaM4fdM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","750 × 498 - themuslimissue.wordpress.com","","750; 498","https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTWoyFH9iS0nDXWDIk_jJO6dmTjjjPBVO2ASd_P-Z4zMLE8XRPK","Image result for palmyra","750 × 498 - themuslimissue.wordpress.com","750; 498","{""cb"":3,""id"":""0Xb_3bPwkuMOuM:"",""isu"":""themuslimissue.wordpress.com"",""ity"":""jpg"",""oh"":498,""ou"":""https://themuslimissue.files.wordpress.com/2015/05/aerial-view-of-the-theatre-at-palmyra.jpg"",""ow"":750,""pt"":""IS beheads 20 people in Palmyra Roman amphitheatre | The Muslim Issue"",""rid"":""BDH4k4oZaM4fdM"",""ru"":""https://themuslimissue.wordpress.com/2015/05/28/is-beheads-20-people-in-palmyra-roman-amphitheatre/"",""s"":"""",""th"":183,""tu"":""https://encrypted-tbn3.gstatic.com/images?q\u003dtbn:ANd9GcTWoyFH9iS0nDXWDIk_jJO6dmTjjjPBVO2ASd_P-Z4zMLE8XRPK"",""tw"":276}","1432771200000"
"/imgres?imgurl=http://www.apollo-magazine.com/content/uploads/2015/05/Palmyra_view_from_Qalaat_Ibn_Maan_Temple_of_Bel_and_colonnaded_axis.jpg&imgrefurl=http://www.apollo-magazine.com/why-does-palmyra-matter/&h=533&w=800&tbnid=qFD0Osk8lcYBkM:&docid=jroZnM3TAiRZ0M&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","800 × 533 - apollo-magazine.com","","800; 533","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQaK3vPb6i6oGKanXVSUCb8G7DFmKf-BKIF9JHn8GZwofT95HWq","Image result for palmyra","800 × 533 - apollo-magazine.com","800; 533","{""cb"":21,""id"":""qFD0Osk8lcYBkM:"",""isu"":""apollo-magazine.com"",""ity"":""jpg"",""oh"":533,""ou"":""http://www.apollo-magazine.com/content/uploads/2015/05/Palmyra_view_from_Qalaat_Ibn_Maan_Temple_of_Bel_and_colonnaded_axis.jpg"",""ow"":800,""pt"":""Why does Palmyra matter? - Apollo Magazine"",""rid"":""jroZnM3TAiRZ0M"",""ru"":""http://www.apollo-magazine.com/why-does-palmyra-matter/"",""s"":""Palmyra, Syria."",""th"":183,""tu"":""https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcQaK3vPb6i6oGKanXVSUCb8G7DFmKf-BKIF9JHn8GZwofT95HWq"",""tw"":275}",""
"/imgres?imgurl=https://media.zenfs.com/en_us/gma/us.abcnews.gma.com/ap_palmyra_theater_jc_150824_16x9_992.jpg&imgrefurl=https://gma.yahoo.com/isis-destroys-another-ancient-landmark-going-lose-palmyra-140243951--abc-news-topstories.html&h=558&w=992&tbnid=CM5q_WEbJK0mhM:&docid=w_j_bSa7w6_YgM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","992 × 558 - gma.yahoo.com","","992; 558","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQGflzBGF6LKChXpLO6LL8xBWwVB2dKHcmqxB5xyzmhzlqFJfNp","Image result for palmyra","992 × 558 - gma.yahoo.com","992; 558","{""id"":""CM5q_WEbJK0mhM:"",""isu"":""gma.yahoo.com"",""ity"":""jpg"",""oh"":558,""ou"":""https://media.zenfs.com/en_us/gma/us.abcnews.gma.com/ap_palmyra_theater_jc_150824_16x9_992.jpg"",""ow"":992,""pt"":""ISIS Destroys Another Ancient Landmark: \u0026#39;We\u0026#39;re Going to Lose ..."",""rid"":""w_j_bSa7w6_YgM"",""ru"":""https://gma.yahoo.com/isis-destroys-another-ancient-landmark-going-lose-palmyra-140243951--abc-news-topstories.html"",""s"":""ISIS Destroys Another Ancient Landmark: \u0026#39;We\u0026#39;re Going to Lose Palmyra,\u0026#39; Syrian Director Says - Yahoo"",""th"":168,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcQGflzBGF6LKChXpLO6LL8xBWwVB2dKHcmqxB5xyzmhzlqFJfNp"",""tw"":300}",""
"/imgres?imgurl=http://ichef.bbci.co.uk/news/624/media/images/83137000/jpg/_83137964_antoine.frangie1.jpg&imgrefurl=http://www.bbc.com/news/in-pictures-32824052&h=551&w=624&tbnid=6HcxfjY-99wZ6M:&docid=da3F0aJ59O3n6M&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","624 × 551 - bbc.com","","624; 551","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSBQaXedto7fADWPFo6Ofl5hOYJkXltyva0RMjBn8rQjxYa0YwZ","Image result for palmyra","624 × 551 - bbc.com","624; 551","{""id"":""6HcxfjY-99wZ6M:"",""isu"":""bbc.com"",""ity"":""jpg"",""oh"":551,""ou"":""http://ichef.bbci.co.uk/news/624/media/images/83137000/jpg/_83137964_antoine.frangie1.jpg"",""ow"":624,""pt"":""Palmyra in pictures: A Syrian site under threat - BBC News"",""rid"":""da3F0aJ59O3n6M"",""ru"":""http://www.bbc.com/news/in-pictures-32824052"",""s"":""Family in Palmyra"",""th"":211,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcSBQaXedto7fADWPFo6Ofl5hOYJkXltyva0RMjBn8rQjxYa0YwZ"",""tw"":239}",""
"/imgres?imgurl=http://rack.3.mshcdn.com/media/ZgkyMDE1LzA1LzI4LzBjL1BhbG15cmFBbXBoLjY3M2I0LmpwZwpwCXRodW1iCTk1MHg1MzQjCmUJanBn/2fb66f4d/d3f/Palmyra-Amphitheater.jpg&imgrefurl=http://mashable.com/2015/05/28/isis-in-palmyra-amphitheater/&h=534&w=950&tbnid=hBesZyDU__z2WM:&docid=GrFc88JWnSIYNM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","950 × 534 - mashable.com","","950; 534","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ72cICjpdtdQavuu-dZ7ZEd_WOQ5uVFtbt-ytcahnEGUU47P6E","Image result for palmyra","950 × 534 - mashable.com","950; 534","{""id"":""hBesZyDU__z2WM:"",""isu"":""mashable.com"",""ity"":""jpg"",""oh"":534,""ou"":""http://rack.3.mshcdn.com/media/ZgkyMDE1LzA1LzI4LzBjL1BhbG15cmFBbXBoLjY3M2I0LmpwZwpwCXRodW1iCTk1MHg1MzQjCmUJanBn/2fb66f4d/d3f/Palmyra-Amphitheater.jpg"",""ow"":950,""pt"":""Instead of destroying it, ISIS is using Palmyra\u0026#39;s ancient ..."",""rid"":""GrFc88JWnSIYNM"",""ru"":""http://mashable.com/2015/05/28/isis-in-palmyra-amphitheater/"",""s"":""Instead of destroying it, ISIS is using Palmyra\u0026#39;s ancient amphitheater as an execution site"",""th"":168,""tu"":""https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcQ72cICjpdtdQavuu-dZ7ZEd_WOQ5uVFtbt-ytcahnEGUU47P6E"",""tw"":300}","1432771200000"
"/imgres?imgurl=https://www.middleeastmonitor.com/images/article_images/middle-east/temple-of-baalshamin-in-palmyra-syria.jpg&imgrefurl=https://www.middleeastmonitor.com/articles/middle-east/19351-palmyra-is-burning&h=800&w=1200&tbnid=A3-YgcUGPFFjqM:&docid=_zAgBf7zK74LeM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","1200 × 800 - middleeastmonitor.com","","1200; 800","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHI5WXvXtEjXhyPQjHvrnw8BsG5y5P7sVlhCv5uf-SHOXlpq1a","Image result for palmyra","1200 × 800 - middleeastmonitor.com","1200; 800","{""cr"":6,""ct"":6,""id"":""A3-YgcUGPFFjqM:"",""isu"":""middleeastmonitor.com"",""ity"":""jpg"",""oh"":800,""ou"":""https://www.middleeastmonitor.com/images/article_images/middle-east/temple-of-baalshamin-in-palmyra-syria.jpg"",""ow"":1200,""pt"":""Palmyra is burning"",""rid"":""_zAgBf7zK74LeM"",""ru"":""https://www.middleeastmonitor.com/articles/middle-east/19351-palmyra-is-burning"",""s"":"""",""th"":183,""tu"":""https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcSHI5WXvXtEjXhyPQjHvrnw8BsG5y5P7sVlhCv5uf-SHOXlpq1a"",""tw"":275}",""
"/imgres?imgurl=http://static.independent.co.uk/s3fs-public/thumbnails/image/2015/09/01/17/palmyra-ap.jpg&imgrefurl=http://www.independent.co.uk/news/world/middle-east/palmyra-hidden-video-camera-shows-devastation-wreaked-by-isis-as-ancient-ruins-torn-down-a6895311.html&h=1536&w=2048&tbnid=mabek7v1gQR8xM:&docid=_Nih7emb7z9akM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","2048 × 1536 - independent.co.uk","","2048; 1536","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTm-9NuOFx45yIE83XNMP9JxI2N9p_UlKIdz28azkGUlEOf2Z1q","Image result for palmyra","2048 × 1536 - independent.co.uk","2048; 1536","{""cl"":3,""id"":""mabek7v1gQR8xM:"",""isu"":""independent.co.uk"",""ity"":""jpg"",""oh"":1536,""ou"":""http://static.independent.co.uk/s3fs-public/thumbnails/image/2015/09/01/17/palmyra-ap.jpg"",""ow"":2048,""pt"":""Palmyra: Hidden video camera shows devastation wreaked by Isis as ..."",""rid"":""_Nih7emb7z9akM"",""ru"":""http://www.independent.co.uk/news/world/middle-east/palmyra-hidden-video-camera-shows-devastation-wreaked-by-isis-as-ancient-ruins-torn-down-a6895311.html"",""s"":""Khaled al-Asaad: The martyr of Palmyra"",""th"":194,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcTm-9NuOFx45yIE83XNMP9JxI2N9p_UlKIdz28azkGUlEOf2Z1q"",""tw"":259}","1441065600000"
"/imgres?imgurl=http://www.un.org/News/dh/photos/large/2015/May/05-14-2015Palmyra.jpg&imgrefurl=http://www.un.org/apps/news/story.asp?NewsID%3D50864&h=683&w=1024&tbnid=3-06HVDqhOQw_M:&docid=2iMDx7GAJfNMlM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","1024 × 683 - un.org","","1024; 683","https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRQgXJfFOto49gg8yQOZVNInh7JtTgRpv2N8rcGh0ePYrc52CEkmg","Image result for palmyra","1024 × 683 - un.org","1024; 683","{""id"":""3-06HVDqhOQw_M:"",""isu"":""un.org"",""ity"":""jpg"",""oh"":683,""ou"":""http://www.un.org/News/dh/photos/large/2015/May/05-14-2015Palmyra.jpg"",""ow"":1024,""pt"":""United Nations News Centre - UNESCO chief urges international ..."",""rid"":""2iMDx7GAJfNMlM"",""ru"":""http://www.un.org/apps/news/story.asp?NewsID\u003d50864"",""s"":""United Nations News Centre - UNESCO chief urges international action as fighting threatens Syria\u0026#39;s iconic Palmyra archaeological site"",""th"":183,""tu"":""https://encrypted-tbn2.gstatic.com/images?q\u003dtbn:ANd9GcRQgXJfFOto49gg8yQOZVNInh7JtTgRpv2N8rcGh0ePYrc52CEkmg"",""tw"":275}",""
"/imgres?imgurl=http://www.jpost.com/HttpHandlers/ShowImage.ashx%253FID%253D303848&imgrefurl=http://www.jpost.com/Middle-East/ISIS-Threat/ISIS-militants-blow-up-ancient-Arch-of-Triumph-in-Palmyra-419955&h=530&w=758&tbnid=ZCNYVdJnXTuyKM:&docid=06E3SirNctK99M&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","758 × 530 - jpost.com","","758; 530","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROE2ilbqumlSfeXzvvb-IN9o4Fic5alyybdvKPrw06HcXsMxNF","Image result for palmyra","758 × 530 - jpost.com","758; 530","{""cb"":6,""cr"":6,""ct"":3,""id"":""ZCNYVdJnXTuyKM:"",""isu"":""jpost.com"",""ity"":""ashx"",""oh"":530,""ou"":""http://www.jpost.com/HttpHandlers/ShowImage.ashx?ID\u003d303848"",""ow"":758,""pt"":""ISIS militants blow up ancient Arch of Triumph in Palmyra ..."",""rid"":""06E3SirNctK99M"",""ru"":""http://www.jpost.com/Middle-East/ISIS-Threat/ISIS-militants-blow-up-ancient-Arch-of-Triumph-in-Palmyra-419955"",""s"":""Arch of Triumph, Palmyra, Syria"",""th"":188,""tu"":""https://encrypted-tbn0.gstatic.com/images?q\u003dtbn:ANd9GcROE2ilbqumlSfeXzvvb-IN9o4Fic5alyybdvKPrw06HcXsMxNF"",""tw"":269}",""
"/imgres?imgurl=http://ichef-1.bbci.co.uk/news/976/cpsprodpb/CC4D/production/_85910325_palmyra976.jpg&imgrefurl=http://www.bbc.com/news/world-middle-east-34294287&h=400&w=976&tbnid=JEshIdhxEBPMCM:&docid=QjjxnnZ_EWrVsM&ei=JSrwVtjgA8rr-QHi45OYCA&tbm=isch","976 × 400 - bbc.com","","976; 400","https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRA1YxvP9JaBz5vpjmLsQI99Udt1Dupyyy0BzPhZ5saii9kUtnv","Image result for palmyra","976 × 400 - bbc.com","976; 400","{""id"":""JEshIdhxEBPMCM:"",""isu"":""bbc.com"",""ity"":""jpg"",""oh"":400,""ou"":""http://ichef-1.bbci.co.uk/news/976/cpsprodpb/CC4D/production/_85910325_palmyra976.jpg"",""ow"":976,""pt"":""Palmyra: Islamic State\u0026#39;s demolition in the desert - BBC News"",""rid"":""QjjxnnZ_EWrVsM"",""ru"":""http://www.bbc.com/news/world-middle-east-34294287"",""s"":""Palmyra"",""th"":144,""tu"":""https://encrypted-tbn1.gstatic.com/images?q\u003dtbn:ANd9GcRA1YxvP9JaBz5vpjmLsQI99Udt1Dupyyy0BzPhZ5saii9kUtnv"",""tw"":351}",""